game_id,seed,winner,loser,timeout,turn_count,phase_count,final_red_shrines_broken,final_iron_shrines_broken,first_shrine_damage_turn,first_shrine_break_turn,first_ancestor_awakened_turn,first_l2_turn,first_l3_turn,red_l2_entered_battlefield,red_l2_hard_cast,red_l2_evolved,red_l3_entered_battlefield,red_l3_hard_cast,red_l3_evolved,iron_l2_entered_battlefield,iron_l2_hard_cast,iron_l2_evolved,iron_l3_entered_battlefield,iron_l3_hard_cast,iron_l3_evolved,legal_evolve_actions_generated_red,legal_evolve_actions_generated_iron,evolve_actions_chosen_red,evolve_actions_chosen_iron,hard_cast_chosen_while_legal_evolve_action_exists_red,hard_cast_chosen_while_legal_evolve_action_exists_iron,hard_cast_chosen_while_evolution_base_exists_red,hard_cast_chosen_while_evolution_base_exists_iron,legal_awaken_actions_generated_red,legal_awaken_actions_generated_iron,awaken_actions_chosen_red,awaken_actions_chosen_iron,awaken_actions_skipped_while_legal_red,awaken_actions_skipped_while_legal_iron,first_awakened_ancestor_red,first_awakened_ancestor_iron,ancestor_switches_red,ancestor_switches_iron,memory_spent_on_ancestors_red,memory_spent_on_ancestors_iron,turns_with_awakened_ancestor_red,turns_with_awakened_ancestor_iron,first_hunter_bonus_damage,grandmother_healing_done,child_draw_discard_triggers,iron_hyena_ancestor_bonus_damage,smith_offering_discount_saved,tooth_mother_bonus_damage,legal_block_options_red,legal_block_options_iron,blocks_chosen_red,blocks_chosen_iron,blocks_declined_red,blocks_declined_iron,pack_units_ready_at_combat_start_red,pack_units_ready_at_combat_start_iron,pack_assault_slots_generated_red,pack_assault_slots_generated_iron,pack_assault_slots_available_red,pack_assault_slots_available_iron,pack_assault_slots_skipped_red,pack_assault_slots_skipped_iron,turns_with_pack_bonus_red,turns_with_pack_bonus_iron,max_attacks_available_this_combat_red,max_attacks_available_this_combat_iron,attacks_prevented_by_assault_limit_red,attacks_prevented_by_assault_limit_iron,prepared_tactics_triggered_red,prepared_tactics_triggered_iron,wounded_events_red,wounded_events_iron,pierce_overflow_events_red,pierce_overflow_events_iron,deck_reshuffles_red,deck_reshuffles_iron
game-123,123,"red-hunter-evolution","iron-hyena-aggro",False,25,7,0,3,4,14,8,17,,3,1,2,0,0,0,1,0,1,0,0,0,10,4,4,4,2,0,3,0,12,0,6,0,0,0,"red.ancestor.grandmother","",2,0,6,0,9,0,4,4,0,0,0,0,1,0,1,0,0,0,0,5,0,5,0,5,0,1,0,5,26,29,0,0,0,2,3,1,0,0,2,1
game-124,124,"iron-hyena-aggro","red-hunter-evolution",False,23,6,3,1,4,5,6,9,14,2,1,1,1,0,1,2,0,2,0,0,0,6,4,6,3,0,0,0,1,14,4,6,3,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",2,0,6,2,8,5,3,1,0,3,0,0,5,1,4,1,0,0,0,10,0,10,0,10,0,2,0,6,22,34,0,0,1,3,5,1,1,0,1,1
game-125,125,"red-hunter-evolution","iron-hyena-aggro",False,22,6,1,3,3,13,8,9,19,2,2,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,7,1,8,4,5,2,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",2,0,6,2,7,4,6,1,0,4,0,0,8,0,6,0,0,0,0,8,0,8,0,8,0,0,0,5,22,30,0,0,0,3,6,1,0,0,1,1
game-126,126,"red-hunter-evolution","iron-hyena-aggro",False,33,9,1,3,4,5,6,14,17,3,2,1,1,0,1,2,2,0,0,0,0,4,0,4,0,1,0,3,1,12,2,5,2,0,0,"red.ancestor.firsthunter","iron.ancestor.smith",2,0,6,2,14,6,6,5,0,0,3,0,0,0,0,0,0,0,0,9,0,9,0,9,0,1,0,8,34,41,0,0,1,2,17,2,0,0,3,2
game-127,127,"iron-hyena-aggro","red-hunter-evolution",False,33,9,3,2,4,5,11,11,,6,3,3,0,0,0,2,1,1,0,0,0,10,4,8,4,2,0,4,1,21,5,9,4,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",4,2,10,6,11,10,5,2,0,5,0,0,16,4,9,2,0,0,0,20,0,20,0,20,0,6,0,11,34,52,0,0,2,2,4,4,1,0,3,2
game-128,128,"red-hunter-evolution","iron-hyena-aggro",False,17,5,2,3,3,5,7,9,16,2,2,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,7,0,6,4,4,2,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",1,0,4,2,5,4,4,1,0,2,0,0,2,0,2,0,0,0,0,6,0,6,0,6,0,0,0,4,18,22,0,0,0,2,1,2,0,0,1,1
game-129,129,"iron-hyena-aggro","red-hunter-evolution",False,23,6,3,0,3,7,8,7,,3,1,2,0,0,0,2,0,2,0,0,0,4,4,4,2,1,1,5,0,19,3,7,2,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",3,0,8,2,7,4,1,2,0,3,0,0,5,0,5,0,0,0,0,10,0,10,0,10,0,3,0,6,22,34,0,0,1,3,3,1,0,0,1,1
game-130,130,"red-hunter-evolution","iron-hyena-aggro",False,30,8,2,3,4,5,5,14,19,4,2,2,1,0,1,3,1,2,0,0,0,8,4,7,4,1,1,9,0,16,2,8,2,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",3,1,8,4,11,12,7,3,0,2,0,0,1,1,1,1,0,0,0,13,0,13,0,13,0,2,0,10,30,43,0,0,1,3,9,0,0,0,2,2
game-131,131,"red-hunter-evolution","iron-hyena-aggro",False,22,6,2,3,4,5,5,9,17,3,2,1,1,0,1,1,1,0,0,0,0,4,0,4,0,1,1,4,2,7,1,4,1,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",0,0,2,2,7,8,7,0,0,3,0,0,5,1,4,1,0,0,0,8,0,8,0,8,0,1,0,5,22,30,0,0,2,2,3,0,1,0,1,1
game-132,132,"iron-hyena-aggro","red-hunter-evolution",False,31,8,3,2,4,11,6,5,,4,2,2,0,0,0,4,1,3,0,0,0,6,8,6,5,1,0,4,1,23,8,12,4,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",6,0,14,2,12,10,6,5,0,7,0,0,6,4,6,2,0,0,0,15,0,14,0,14,0,5,0,8,30,46,0,0,2,3,7,0,1,0,2,2
