game_id,seed,winner,loser,timeout,turn_count,phase_count,final_red_shrines_broken,final_iron_shrines_broken,first_shrine_damage_turn,first_shrine_break_turn,first_ancestor_awakened_turn,first_l2_turn,first_l3_turn,red_l2_entered_battlefield,red_l2_hard_cast,red_l2_evolved,red_l3_entered_battlefield,red_l3_hard_cast,red_l3_evolved,iron_l2_entered_battlefield,iron_l2_hard_cast,iron_l2_evolved,iron_l3_entered_battlefield,iron_l3_hard_cast,iron_l3_evolved,legal_evolve_actions_generated_red,legal_evolve_actions_generated_iron,evolve_actions_chosen_red,evolve_actions_chosen_iron,hard_cast_chosen_while_legal_evolve_action_exists_red,hard_cast_chosen_while_legal_evolve_action_exists_iron,hard_cast_chosen_while_evolution_base_exists_red,hard_cast_chosen_while_evolution_base_exists_iron,legal_awaken_actions_generated_red,legal_awaken_actions_generated_iron,awaken_actions_chosen_red,awaken_actions_chosen_iron,awaken_actions_skipped_while_legal_red,awaken_actions_skipped_while_legal_iron,first_awakened_ancestor_red,first_awakened_ancestor_iron,ancestor_switches_red,ancestor_switches_iron,memory_spent_on_ancestors_red,memory_spent_on_ancestors_iron,turns_with_awakened_ancestor_red,turns_with_awakened_ancestor_iron,first_hunter_bonus_damage,grandmother_healing_done,child_draw_discard_triggers,iron_hyena_ancestor_bonus_damage,smith_offering_discount_saved,tooth_mother_bonus_damage,legal_block_options_red,legal_block_options_iron,blocks_chosen_red,blocks_chosen_iron,blocks_declined_red,blocks_declined_iron,pack_units_ready_at_combat_start_red,pack_units_ready_at_combat_start_iron,pack_assault_slots_generated_red,pack_assault_slots_generated_iron,pack_assault_slots_available_red,pack_assault_slots_available_iron,pack_assault_slots_skipped_red,pack_assault_slots_skipped_iron,turns_with_pack_bonus_red,turns_with_pack_bonus_iron,max_attacks_available_this_combat_red,max_attacks_available_this_combat_iron,attacks_prevented_by_assault_limit_red,attacks_prevented_by_assault_limit_iron,prepared_tactics_triggered_red,prepared_tactics_triggered_iron,wounded_events_red,wounded_events_iron,pierce_overflow_events_red,pierce_overflow_events_iron,deck_reshuffles_red,deck_reshuffles_iron
game-123,123,"red-hunter-evolution","iron-snarecraft-control",False,22,6,1,3,5,9,11,14,22,2,1,1,1,0,1,0,0,0,0,0,0,6,0,4,0,0,0,6,0,14,0,5,0,0,0,"red.ancestor.firsthunter","",2,0,6,0,5,0,3,0,0,0,0,0,8,0,4,0,0,0,0,6,0,6,0,6,0,2,0,4,22,28,0,0,0,4,5,0,0,0,1,1
game-124,124,"iron-snarecraft-control","red-hunter-evolution",False,23,6,3,1,4,5,6,9,14,2,1,1,1,0,1,1,1,0,0,0,0,4,0,4,0,1,0,1,3,17,2,7,2,0,0,"red.ancestor.firsthunter","iron.ancestor.smith",0,1,2,4,8,2,2,0,0,1,0,0,6,2,5,1,0,0,0,7,0,7,0,7,0,3,0,5,22,31,0,2,1,3,9,1,1,0,1,1
game-125,125,"iron-snarecraft-control","red-hunter-evolution",False,29,8,3,2,4,13,6,9,17,2,1,1,1,0,1,1,0,1,0,0,0,4,2,4,2,1,0,1,0,8,1,4,1,0,0,"red.ancestor.firsthunter","iron.ancestor.smith",2,0,6,2,11,4,4,1,0,0,2,0,2,1,2,1,0,0,0,9,0,9,0,9,0,1,0,7,28,39,0,0,1,2,6,1,0,0,2,2
game-126,126,"red-hunter-evolution","iron-snarecraft-control",False,25,7,2,3,4,7,5,14,,2,1,1,0,0,0,1,0,1,0,0,0,2,2,2,2,0,0,3,0,13,3,5,2,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",3,1,8,4,10,9,3,3,2,1,1,0,0,1,0,1,0,0,0,6,0,6,0,6,0,1,0,5,26,30,0,0,1,3,5,1,0,0,2,1
game-127,127,"red-hunter-evolution","iron-snarecraft-control",False,19,5,1,3,4,5,11,11,,2,1,1,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,4,2,5,0,3,0,0,0,"red.ancestor.firsthunter","",2,0,6,0,4,0,4,1,0,0,0,0,7,0,3,0,0,0,0,5,0,5,0,5,0,1,0,5,20,23,0,0,2,2,1,2,0,0,1,1
game-128,128,"red-hunter-evolution","iron-snarecraft-control",False,32,8,2,3,4,14,8,9,32,4,3,1,1,0,1,3,1,2,0,0,0,6,4,6,4,1,0,5,1,23,7,9,4,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",2,0,6,2,12,9,5,2,0,4,0,0,6,0,4,0,0,0,0,9,0,9,0,9,0,3,0,6,32,41,0,0,2,2,6,2,0,0,3,2
game-129,129,"red-hunter-evolution","iron-snarecraft-control",False,27,7,1,3,3,6,9,11,22,3,1,2,1,0,1,1,1,0,0,0,0,6,0,6,0,4,0,2,1,20,2,8,1,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",1,0,4,2,9,3,4,2,0,3,0,0,7,0,6,0,0,0,0,10,0,9,0,9,0,2,0,5,28,35,0,0,1,2,8,1,0,0,2,1
game-130,130,"iron-snarecraft-control","red-hunter-evolution",False,29,8,3,2,5,5,8,14,,4,2,2,0,0,0,1,0,1,0,0,0,6,4,6,4,2,0,7,0,4,7,2,5,0,0,"red.ancestor.grandmother","iron.ancestor.hyena",1,2,4,6,10,5,4,1,0,4,1,0,15,1,9,1,0,0,0,10,0,10,0,10,0,1,0,8,28,40,0,1,1,4,11,2,0,0,2,2
game-131,131,"iron-snarecraft-control","red-hunter-evolution",False,23,6,3,2,4,13,5,11,,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,7,1,10,2,6,1,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",2,0,6,2,7,9,4,0,0,4,0,0,6,2,5,1,0,0,0,9,0,9,0,9,0,3,0,6,22,33,0,0,3,2,5,0,0,0,2,1
game-132,132,"red-hunter-evolution","iron-snarecraft-control",False,19,5,1,3,5,5,6,9,14,2,1,1,1,0,1,0,0,0,0,0,0,6,0,4,0,0,0,2,0,17,2,6,1,0,0,"red.ancestor.firsthunter","iron.ancestor.hyena",0,0,2,2,7,5,5,0,0,1,0,0,1,0,1,0,0,0,0,3,0,3,0,3,0,0,0,2,20,21,0,0,1,4,5,0,0,0,1,1
