game_id,seed,winner,loser,timeout,turn_count,phase_count,final_red_shrines_broken,final_iron_shrines_broken,first_shrine_damage_turn,first_shrine_break_turn,first_ancestor_awakened_turn,first_l2_turn,first_l3_turn,red_l2_entered_battlefield,red_l2_hard_cast,red_l2_evolved,red_l3_entered_battlefield,red_l3_hard_cast,red_l3_evolved,iron_l2_entered_battlefield,iron_l2_hard_cast,iron_l2_evolved,iron_l3_entered_battlefield,iron_l3_hard_cast,iron_l3_evolved,legal_evolve_actions_generated_red,legal_evolve_actions_generated_iron,evolve_actions_chosen_red,evolve_actions_chosen_iron,hard_cast_chosen_while_legal_evolve_action_exists_red,hard_cast_chosen_while_legal_evolve_action_exists_iron,hard_cast_chosen_while_evolution_base_exists_red,hard_cast_chosen_while_evolution_base_exists_iron,legal_awaken_actions_generated_red,legal_awaken_actions_generated_iron,awaken_actions_chosen_red,awaken_actions_chosen_iron,awaken_actions_skipped_while_legal_red,awaken_actions_skipped_while_legal_iron,first_awakened_ancestor_red,first_awakened_ancestor_iron,ancestor_switches_red,ancestor_switches_iron,memory_spent_on_ancestors_red,memory_spent_on_ancestors_iron,turns_with_awakened_ancestor_red,turns_with_awakened_ancestor_iron,first_hunter_bonus_damage,grandmother_healing_done,child_draw_discard_triggers,iron_hyena_ancestor_bonus_damage,smith_offering_discount_saved,tooth_mother_bonus_damage,legal_block_options_red,legal_block_options_iron,blocks_chosen_red,blocks_chosen_iron,blocks_declined_red,blocks_declined_iron,pack_units_ready_at_combat_start_red,pack_units_ready_at_combat_start_iron,pack_assault_slots_generated_red,pack_assault_slots_generated_iron,pack_assault_slots_available_red,pack_assault_slots_available_iron,pack_assault_slots_skipped_red,pack_assault_slots_skipped_iron,turns_with_pack_bonus_red,turns_with_pack_bonus_iron,max_attacks_available_this_combat_red,max_attacks_available_this_combat_iron,attacks_prevented_by_assault_limit_red,attacks_prevented_by_assault_limit_iron,prepared_tactics_triggered_red,prepared_tactics_triggered_iron,wounded_events_red,wounded_events_iron,pierce_overflow_events_red,pierce_overflow_events_iron,deck_reshuffles_red,deck_reshuffles_iron,first_shrine_damage_turn_red,first_shrine_damage_turn_iron,wins_in_odd_phase,winner_was_first_player_in_final_phase,shrine_damage_dealt_during_double_turn_red,shrine_damage_dealt_during_double_turn_iron
game-123,123,"iron-hyena-pack-pressure","iron-snarecraft-control",False,12,3,3,2,3,5,5,6,,1,0,1,0,0,0,1,0,1,0,0,0,2,2,2,1,0,0,0,0,0,5,0,3,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,3,0,0,0,0,0,0,2,3,0,2,2,0,5,10,5,10,5,10,2,2,5,5,17,22,0,0,1,0,2,0,1,0,0,0,4,3,1,0,12,18
game-124,124,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,2,3,7,5,5,,1,0,1,0,0,0,1,0,1,0,0,0,6,4,2,3,0,0,0,0,0,5,0,3,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,4,0,0,0,0,0,0,6,7,0,0,2,4,11,12,11,12,11,12,6,7,5,6,23,26,0,0,2,0,0,1,0,0,0,0,4,3,0,1,12,20
game-125,125,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,2,4,5,5,7,,1,0,1,0,0,0,1,0,1,0,0,0,2,4,2,4,0,0,0,0,0,7,0,4,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,4,0,0,0,0,0,0,1,3,1,0,0,3,5,11,5,10,5,10,1,1,4,5,17,24,0,0,2,0,0,0,0,0,0,0,4,6,0,1,11,24
game-126,126,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,2,3,6,5,7,,1,0,1,0,0,0,2,0,2,0,0,0,4,4,4,3,0,0,0,0,0,3,0,2,0,0,"","iron.ancestor.smithpassedfang",0,1,0,4,0,4,0,0,0,0,2,0,2,1,1,0,1,1,5,10,5,8,5,8,2,4,5,4,17,22,0,0,1,0,0,0,0,0,0,0,4,3,0,1,9,21
game-127,127,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,1,4,5,5,9,,1,0,1,0,0,0,2,0,2,0,0,0,2,8,2,8,0,0,0,0,0,5,0,4,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,4,0,0,0,0,0,0,4,2,0,1,2,1,6,6,6,6,6,6,2,0,4,6,18,20,0,0,2,0,0,0,0,0,0,0,4,6,0,1,10,22
game-128,128,"iron-snarecraft-control","iron-hyena-pack-pressure",False,11,3,1,3,3,6,5,5,,1,0,1,0,0,0,1,0,1,0,0,0,4,2,4,2,0,0,0,0,0,1,0,1,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,2,0,0,0,0,0,0,1,7,1,0,0,4,7,7,7,7,7,7,1,3,5,4,19,17,0,0,2,0,0,0,0,0,0,0,4,3,1,1,15,9
game-129,129,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,1,3,7,5,5,,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,1,0,2,0,2,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,4,0,0,0,0,0,0,5,3,2,1,1,1,3,12,3,12,3,12,1,7,2,6,15,26,0,0,2,0,1,0,0,0,0,0,4,3,0,1,3,20
game-130,130,"iron-hyena-pack-pressure","iron-snarecraft-control",False,12,3,3,1,3,5,5,12,,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,5,0,3,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,3,0,0,0,0,0,0,1,2,1,0,0,1,2,9,2,9,2,9,1,2,2,5,14,21,0,0,2,0,0,0,0,0,0,0,4,3,1,0,4,24
game-131,131,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,2,3,5,5,7,,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,0,1,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,4,6,8,6,8,6,8,0,1,3,6,18,22,0,0,1,0,1,1,0,0,0,0,4,3,0,1,17,23
game-132,132,"iron-hyena-pack-pressure","iron-snarecraft-control",False,13,4,3,1,3,7,10,5,,1,0,1,0,0,0,2,0,2,0,0,0,2,4,2,4,0,0,0,2,0,4,0,2,0,0,"","iron.ancestor.firstpack",0,0,0,2,0,2,0,0,0,0,0,0,3,2,1,0,2,2,4,9,4,9,4,9,1,4,3,6,16,23,0,0,2,0,0,0,0,0,0,0,4,3,0,1,9,21
